qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test2278,8,3,0.375,3,0.375
test2279,8,,,,
test2280,8,7,0.875,,
test2281,15,,,,
test2282,8,,,,
test2283,14,,,,
test2284,8,,,,
test2285,12,,,,
test2286,9,,,,
test2287,10,,,,
test2288,14,,,,
test2289,10,5,0.5,8,0.8
test2290,8,6,0.75,8,1.0
test2291,8,,,,
test2292,8,,,,
test2293,8,,,,
test2294,8,8,1.0,,
test2295,10,,,,
test2296,8,7,0.875,,
test2297,11,,,,
test2298,10,6,0.6,,
test2299,10,,,,
test2300,8,,,,
test2301,11,11,1.0,,
test2302,15,3,0.2,11,0.7333
test2303,8,,,,
test2304,8,,,,
test2305,9,5,0.5556,6,0.6667
test2306,9,,,,
test2307,8,8,1.0,,
test2308,9,,,,
test2309,11,8,0.7273,8,0.7273
test2310,8,,,,
test2311,13,13,1.0,11,0.8462
test2312,15,,,,
test2313,10,,,,
test2314,11,,,,
test2315,9,,,,
test2316,9,,,1,0.1111
test2317,8,,,,
test2318,8,,,,
test2319,10,,,,
test2320,13,,,,
test2321,11,,,,
test2322,13,9,0.6923,5,0.3846
test2323,8,5,0.625,,
test2324,9,,,,
test2325,14,,,14,1.0
test2326,10,,,,
test2327,8,,,,
test2328,8,8,1.0,1,0.125
test2329,8,3,0.375,,
test2330,8,,,,
test2331,8,,,,
test2332,10,7,0.7,1,0.1
test2333,12,7,0.5833,,
test2334,8,6,0.75,7,0.875
test2335,13,,,,
test2336,8,8,1.0,,
test2337,8,,,,
test2338,8,,,,
test2339,10,,,,
test2340,9,5,0.5556,4,0.4444
test2341,8,,,,
test2342,8,,,,
test2343,9,,,,
test2344,13,,,6,0.4615
test2345,8,,,2,0.25
test2346,9,,,,
test2347,8,,,,
test2348,8,,,,
test2349,8,5,0.625,3,0.375
test2350,15,,,,
test2351,10,,,,
test2352,12,5,0.4167,3,0.25
test2353,9,9,1.0,,
test2354,9,,,,
test2355,8,6,0.75,7,0.875
test2356,8,,,,
test2357,11,,,,
test2358,9,,,,
test2359,10,,,,
test2360,9,,,,
test2361,9,,,,
test2362,9,,,2,0.2222
test2363,8,,,,
test2364,10,9,0.9,6,0.6
test2365,8,8,1.0,,
test2366,9,7,0.7778,9,1.0
test2367,11,,,,
test2368,9,,,1,0.1111
test2369,8,,,,
test2370,8,,,,
test2371,9,,,,
test2372,8,,,,
test2373,11,10,0.9091,,
test2374,8,,,,
test2375,8,7,0.875,6,0.75
test2376,8,,,,
test2377,8,,,,
test2378,9,,,,
test2379,10,9,0.9,9,0.9
test2380,10,,,,
test2381,12,10,0.8333,,
test2382,8,,,,
test2383,11,,,,
test2384,11,,,,
test2385,11,9,0.8182,10,0.9091
test2386,8,,,,
test2387,10,,,,
test2388,8,,,,
test2389,8,6,0.75,,
test2390,9,8,0.8889,,
test2391,10,,,,
test2392,8,,,,
test2393,9,,,,
test2394,8,6,0.75,4,0.5
test2395,8,8,1.0,,
test2396,7,,,,
test2397,9,,,,
test2398,10,,,,
test2399,8,7,0.875,4,0.5
test2400,9,,,,
test2401,10,2,0.2,3,0.3
test2402,9,,,,
test2403,8,,,6,0.75
test2404,9,,,,
test2405,9,6,0.6667,,
test2406,10,,,,
test2407,9,,,,
test2408,9,,,,
test2409,10,,,,
test2410,11,,,,
test2411,9,,,,
test2412,8,,,,
test2413,10,6,0.6,,
test2414,10,,,,
test2415,8,7,0.875,6,0.75
test2416,8,,,,
test2417,9,6,0.6667,,
test2418,8,,,,
test2419,8,6,0.75,,
test2420,7,7,1.0,4,0.5714
test2421,11,,,,
test2422,8,6,0.75,,
test2423,8,,,,
test2424,12,5,0.4167,2,0.1667
test2425,8,,,,
test2426,8,8,1.0,7,0.875
test2427,10,,,,
test2428,12,4,0.3333,4,0.3333
test2429,8,,,,
test2430,8,,,,
test2431,14,6,0.4286,6,0.4286
test2432,8,,,,
test2433,10,10,1.0,,
test2434,8,2,0.25,1,0.125
test2435,8,,,,
test2436,8,5,0.625,,
test2437,12,9,0.75,7,0.5833
test2438,8,,,,
test2439,8,,,7,0.875
test2440,8,8,1.0,,
test2441,8,6,0.75,6,0.75
test2442,13,7,0.5385,,
test2443,8,7,0.875,,
test2444,8,,,,
test2445,9,4,0.4444,4,0.4444
test2446,8,,,,
test2447,8,,,,
test2448,8,,,,
test2449,11,7,0.6364,,
test2450,8,,,,
test2451,8,5,0.625,,
test2452,11,,,,
test2453,8,2,0.25,3,0.375
test2454,8,,,4,0.5
test2455,9,7,0.7778,4,0.4444
test2456,8,5,0.625,5,0.625
test2457,10,10,1.0,,
test2458,8,8,1.0,6,0.75
test2459,9,,,4,0.4444
test2460,8,,,,
test2461,8,8,1.0,,
test2462,9,7,0.7778,6,0.6667
test2463,8,7,0.875,3,0.375
test2464,11,7,0.6364,11,1.0
test2465,11,11,1.0,,
test2466,8,7,0.875,,
test2467,9,,,,
test2468,8,4,0.5,,
test2469,10,,,,
test2470,8,,,,
test2471,9,,,,
test2472,8,7,0.875,7,0.875
test2473,9,,,1,0.1111
test2474,8,,,,
test2475,10,4,0.4,9,0.9
test2476,8,,,,
test2477,13,,,,
test2478,8,,,,
test2479,8,,,,
test2480,10,,,,
test2481,8,8,1.0,,
test2482,8,,,,
test2483,12,1,0.0833,1,0.0833
test2484,9,,,,
test2485,8,,,,
test2486,12,,,,
test2487,8,5,0.625,,
test2488,12,,,,
test2489,9,,,,
test2490,12,,,,
test2491,9,9,1.0,,
test2492,8,,,,
test2493,8,,,,
test2494,8,,,,
test2495,9,9,1.0,4,0.4444
test2496,13,12,0.9231,,
test2497,8,7,0.875,7,0.875
test2498,8,4,0.5,1,0.125
test2499,12,10,0.8333,10,0.8333
test2500,8,,,,
test2501,8,,,,
test2502,11,,,,
test2503,11,11,1.0,,
test2504,8,4,0.5,,
test2505,10,,,,
test2506,9,,,6,0.6667
test2507,10,9,0.9,,
test2508,9,1,0.1111,1,0.1111
test2509,8,3,0.375,,
test2510,10,2,0.2,3,0.3
test2511,8,4,0.5,,
test2512,7,,,,
test2513,8,,,,
test2514,8,,,,
test2515,9,,,,
test2516,8,6,0.75,,
test2517,14,14,1.0,13,0.9286
test2518,8,,,,
test2519,9,9,1.0,9,1.0
test2520,8,3,0.375,3,0.375
test2521,8,6,0.75,6,0.75
test2522,8,8,1.0,,
test2523,8,5,0.625,,
test2524,8,,,,
test2525,8,,,,
test2526,10,,,,
test2527,8,7,0.875,8,1.0
test2528,9,,,,
test2529,8,5,0.625,5,0.625
test2530,10,5,0.5,4,0.4
test2531,8,,,,
test2532,13,10,0.7692,,
test2533,8,3,0.375,3,0.375
test2534,9,8,0.8889,,
test2535,8,,,,
test2536,9,,,,
test2537,8,8,1.0,2,0.25
test2538,8,,,6,0.75
test2539,8,4,0.5,7,0.875
test2540,8,,,,
test2541,8,,,,
test2542,9,,,,
test2543,9,,,,
test2544,8,,,,
test2545,8,,,,
test2546,11,,,,
test2547,12,12,1.0,12,1.0
test2548,8,,,8,1.0
test2549,9,,,,
test2550,9,9,1.0,9,1.0
test2551,8,,,,
test2552,8,8,1.0,8,1.0
test2553,11,9,0.8182,9,0.8182
test2554,8,6,0.75,1,0.125
test2555,9,,,,
test2556,9,,,,
test2557,7,,,,
test2558,12,7,0.5833,8,0.6667
test2559,9,5,0.5556,7,0.7778
test2560,9,6,0.6667,,
test2561,8,5,0.625,4,0.5
test2562,8,6,0.75,6,0.75
test2563,10,,,,
test2564,10,6,0.6,,
test2565,10,9,0.9,,
test2566,8,,,,
test2567,7,6,0.8571,,
test2568,8,,,,
test2569,13,,,,
test2570,10,8,0.8,4,0.4
test2571,10,,,,
test2572,8,8,1.0,,
test2573,10,6,0.6,,
test2574,8,,,,
test2575,8,,,,
test2576,9,,,,
test2577,8,,,,
test2578,8,7,0.875,,
test2579,8,,,,
test2580,10,,,,
test2581,8,,,,
test2582,17,17,1.0,,
test2583,11,7,0.6364,2,0.1818
test2584,8,,,,
test2585,8,,,,
test2586,14,8,0.5714,7,0.5
test2587,7,5,0.7143,,
test2588,10,,,10,1.0
test2589,12,,,,
test2590,9,7,0.7778,9,1.0
test2591,8,5,0.625,6,0.75
test2592,11,9,0.8182,4,0.3636
test2593,11,9,0.8182,9,0.8182
test2594,8,6,0.75,,
test2595,10,,,,
test2596,9,7,0.7778,,
test2597,10,,,,
test2598,9,,,,
test2599,8,,,,
test2600,9,,,,
test2601,8,,,,
test2602,8,,,,
test2603,17,,,,
test2604,8,,,,
test2605,8,5,0.625,5,0.625
test2606,11,10,0.9091,1,0.0909
test2607,8,,,,
test2608,8,,,,
test2609,9,,,,
test2610,8,,,,
test2611,8,,,,
test2612,8,6,0.75,7,0.875
test2613,8,5,0.625,3,0.375
test2614,8,6,0.75,,
test2615,9,8,0.8889,,
test2616,8,7,0.875,,
test2617,8,6,0.75,6,0.75
test2618,8,,,,
test2619,8,,,,
test2620,8,,,,
test2621,17,17,1.0,,
test2622,9,8,0.8889,8,0.8889
test2623,9,7,0.7778,,
test2624,8,,,,
test2625,8,4,0.5,6,0.75
test2626,10,8,0.8,,
test2627,12,6,0.5,,
test2628,11,5,0.4545,,
test2629,8,7,0.875,8,1.0
test2630,8,7,0.875,8,1.0
test2631,9,,,,
test2632,7,7,1.0,,
test2633,9,4,0.4444,4,0.4444
test2634,8,,,,
test2635,8,5,0.625,,
test2636,8,,,,
test2637,11,,,,
test2638,8,5,0.625,8,1.0
test2639,9,9,1.0,,
test2640,8,,,,
test2641,8,,,,
test2642,8,,,,
test2643,10,6,0.6,6,0.6
test2644,8,6,0.75,,
test2645,15,5,0.3333,4,0.2667
test2646,15,,,,
test2647,8,,,,
test2648,9,,,,
test2649,8,,,,
test2650,13,6,0.4615,7,0.5385
test2651,8,4,0.5,4,0.5
test2652,14,,,,
test2653,8,,,,
test2654,11,8,0.7273,11,1.0
test2655,9,,,,
test2656,9,,,,
test2657,8,,,,
test2658,9,,,,
test2659,10,9,0.9,,
test2660,8,,,,
test2661,11,,,,
test2662,13,6,0.4615,4,0.3077
test2663,11,,,,
test2664,8,,,,
test2665,10,,,,
test2666,8,,,,
test2667,9,6,0.6667,,
test2668,8,8,1.0,1,0.125
test2669,13,,,,
test2670,7,,,,
test2671,8,8,1.0,,
test2672,8,,,,
test2673,10,,,,
test2674,8,3,0.375,,
test2675,9,6,0.6667,,
test2676,8,,,,
test2677,8,5,0.625,7,0.875
test2678,8,7,0.875,,
test2679,8,,,,
test2680,9,9,1.0,9,1.0
test2681,10,,,,
test2682,9,,,,
test2683,9,,,,
test2684,9,5,0.5556,5,0.5556
test2685,11,5,0.4545,2,0.1818
test2686,8,6,0.75,,
test2687,9,9,1.0,9,1.0
test2688,10,,,,
test2689,9,,,,
test2690,8,,,,
test2691,10,3,0.3,1,0.1
test2692,9,,,,
test2693,9,9,1.0,,
test2694,9,,,,
test2695,8,3,0.375,,
test2696,8,8,1.0,,
test2697,10,4,0.4,6,0.6
test2698,7,,,,
test2699,10,9,0.9,9,0.9
test2700,8,5,0.625,,
test2701,9,,,,
test2702,7,,,,
test2703,8,,,,
test2704,12,11,0.9167,,
test2705,8,6,0.75,,
test2706,8,,,,
test2707,10,8,0.8,,
test2708,10,,,,
test2709,9,,,,
test2710,12,,,,
test2711,8,5,0.625,,
test2712,8,8,1.0,8,1.0
test2713,9,,,,
test2714,8,7,0.875,,
test2715,8,,,,
test2716,8,3,0.375,4,0.5
test2717,9,,,,
test2718,8,8,1.0,,
test2719,8,8,1.0,,
test2720,9,9,1.0,,
test2721,9,,,,
test2722,9,,,,
test2723,8,,,,
test2724,8,,,,
test2725,9,2,0.2222,2,0.2222
test2726,9,7,0.7778,,
test2727,8,,,,
test2728,9,8,0.8889,,
test2729,8,,,,
test2730,9,6,0.6667,1,0.1111
test2731,8,,,,
test2732,11,,,,
test2733,8,6,0.75,4,0.5
test2734,8,,,,
test2735,9,,,5,0.5556
test2736,8,4,0.5,4,0.5
test2737,8,8,1.0,1,0.125
test2738,10,,,,
test2739,11,11,1.0,,
test2740,8,8,1.0,5,0.625
test2741,8,,,,
test2742,8,5,0.625,,
test2743,9,5,0.5556,5,0.5556
test2744,9,9,1.0,,
test2745,11,9,0.8182,1,0.0909
test2746,9,,,,
test2747,12,,,,
test2748,7,,,,
test2749,15,4,0.2667,7,0.4667
test2750,10,,,,
test2751,8,8,1.0,8,1.0
test2752,8,,,,
test2753,8,,,,
test2754,15,13,0.8667,,
test2755,10,,,,
test2756,9,5,0.5556,,
test2757,12,9,0.75,,
test2758,9,,,,
test2759,8,,,,
test2760,9,9,1.0,,
test2761,9,9,1.0,,
test2762,11,5,0.4545,,
test2763,11,,,,
test2764,9,5,0.5556,5,0.5556
test2765,9,,,,
test2766,9,,,,
test2767,9,,,,
test2768,9,,,3,0.3333
test2769,8,7,0.875,,
test2770,9,,,,
test2771,8,,,,
test2772,8,5,0.625,,
test2773,8,,,,
test2774,9,8,0.8889,,
test2775,8,,,,
test2776,8,,,,
test2777,11,,,,
test2778,8,4,0.5,,
test2779,7,7,1.0,7,1.0
test2780,12,8,0.6667,,
test2781,8,8,1.0,8,1.0
test2782,10,,,,
test2783,8,,,,
test2784,10,5,0.5,5,0.5
test2785,10,3,0.3,2,0.2
test2786,8,,,,
test2787,12,,,,
test2788,10,,,,
test2789,8,,,,
test2790,8,7,0.875,,
test2791,8,,,,
test2792,8,,,,
test2793,8,,,,
test2794,8,5,0.625,,
test2795,9,,,,
test2796,8,,,,
test2797,10,,,10,1.0
test2798,8,,,,
test2799,9,7,0.7778,7,0.7778
test2800,11,11,1.0,,
test2801,8,5,0.625,5,0.625
test2802,8,,,,
test2803,8,,,1,0.125
test2804,10,4,0.4,,
test2805,9,6,0.6667,,
test2806,8,7,0.875,6,0.75
test2807,9,3,0.3333,3,0.3333
test2808,17,,,,
test2809,8,,,8,1.0
test2810,13,,,,
test2811,10,8,0.8,,
test2812,8,6,0.75,,
test2813,8,8,1.0,,
test2814,8,,,,
test2815,9,,,,
test2816,8,8,1.0,,
test2817,8,,,,
test2818,10,,,,
test2819,9,,,1,0.1111
test2820,8,8,1.0,,
test2821,8,,,,
test2822,8,,,,
test2823,7,,,,
test2824,9,,,,
test2825,10,,,,
test2826,8,,,,
test2827,15,,,,
test2828,10,,,9,0.9
test2829,8,,,,
test2830,8,,,,
test2831,8,7,0.875,,
test2832,12,,,12,1.0
test2833,10,,,,
test2834,10,,,,
test2835,15,,,,
test2836,10,,,,
test2837,13,,,,
test2838,9,7,0.7778,,
test2839,9,,,,
test2840,8,,,,
test2841,9,,,,
test2842,9,9,1.0,7,0.7778
test2843,11,,,,
test2844,8,,,,
test2845,9,,,,
test2846,12,,,,
test2847,9,8,0.8889,,
test2848,12,,,,
test2849,9,,,,
test2850,8,5,0.625,7,0.875
test2851,8,6,0.75,,
test2852,15,5,0.3333,2,0.1333
test2853,8,6,0.75,5,0.625
test2854,10,,,,
test2855,15,,,,
test2856,9,,,,
test2857,8,7,0.875,,
test2858,10,,,,
test2859,8,7,0.875,,
test2860,8,5,0.625,,
test2861,8,,,,
test2862,10,8,0.8,8,0.8
test2863,8,8,1.0,8,1.0
test2864,9,9,1.0,,
test2865,8,,,,
test2866,10,,,,
test2867,8,,,,
test2868,9,,,,
test2869,11,10,0.9091,10,0.9091
test2870,8,4,0.5,,
test2871,10,1,0.1,2,0.2
test2872,8,8,1.0,8,1.0
test2873,9,,,,
test2874,9,,,,
test2875,7,,,,
test2876,8,,,,
test2877,10,5,0.5,,
test2878,10,10,1.0,,
test2879,8,3,0.375,3,0.375
test2880,9,,,,
test2881,9,9,1.0,,
test2882,16,,,,
test2883,11,,,,
test2884,10,,,,
test2885,8,,,8,1.0
test2886,8,8,1.0,,
test2887,8,,,,
test2888,8,,,,
test2889,9,,,,
test2890,8,,,3,0.375
test2891,9,,,,
test2892,8,4,0.5,,
test2893,10,8,0.8,8,0.8
test2894,9,5,0.5556,5,0.5556
test2895,8,6,0.75,,
test2896,9,,,,
test2897,11,,,,
test2898,9,,,,
test2899,8,8,1.0,,
test2900,10,,,,
test2901,8,,,,
test2902,9,,,,
test2903,8,6,0.75,,
test2904,8,,,,
test2905,11,11,1.0,,
test2906,8,,,,
test2907,10,10,1.0,,
test2908,9,,,,
test2909,7,,,,
test2910,12,,,,
test2911,10,,,2,0.2
test2912,8,8,1.0,,
test2913,9,,,,
test2914,8,8,1.0,,
test2915,8,,,,
test2916,8,,,8,1.0
test2917,10,8,0.8,1,0.1
test2918,16,,,,
test2919,8,,,,
test2920,8,,,,
test2921,8,,,,
test2922,8,,,,
test2923,8,,,,
test2924,8,,,,
test2925,9,,,,
test2926,11,7,0.6364,,
test2927,8,7,0.875,4,0.5
test2928,8,8,1.0,,
test2929,8,,,,
test2930,8,6,0.75,6,0.75
test2931,9,,,,
test2932,9,8,0.8889,,
test2933,8,7,0.875,,
test2934,9,7,0.7778,,
test2935,9,,,,
test2936,8,,,,
test2937,8,,,,
test2938,8,,,,
test2939,13,,,,
test2940,8,,,,
test2941,10,,,,
test2942,8,,,,
test2943,8,7,0.875,3,0.375
test2944,8,,,5,0.625
test2945,10,4,0.4,2,0.2
test2946,8,8,1.0,,
test2947,9,9,1.0,,
test2948,8,6,0.75,6,0.75
test2949,9,,,,
test2950,7,6,0.8571,,
test2951,8,3,0.375,3,0.375
test2952,8,6,0.75,4,0.5
test2953,9,5,0.5556,,
test2954,9,,,,
test2955,10,,,1,0.1
test2956,8,7,0.875,3,0.375
test2957,8,,,,
test2958,12,,,,
test2959,10,8,0.8,,
test2960,13,,,,
test2961,8,,,,
test2962,11,3,0.2727,2,0.1818
test2963,11,,,,
test2964,8,,,,
test2965,9,,,,
test2966,8,,,,
test2967,8,8,1.0,,
test2968,8,7,0.875,,
test2969,7,,,,
test2970,8,,,,
test2971,8,,,,
test2972,11,10,0.9091,,
test2973,9,7,0.7778,,
test2974,8,,,,
test2975,9,6,0.6667,6,0.6667
test2976,10,6,0.6,8,0.8
test2977,9,8,0.8889,,
test2978,12,,,,
test2979,11,,,8,0.7273
test2980,8,,,,
test2981,9,,,,
test2982,8,8,1.0,8,1.0
test2983,8,8,1.0,,
test2984,10,,,,
test2985,9,6,0.6667,,
test2986,9,,,,
test2987,8,,,,
test2988,14,8,0.5714,8,0.5714
test2989,11,5,0.4545,4,0.3636
test2990,11,,,,
test2991,8,4,0.5,8,1.0
test2992,8,,,,
test2993,7,5,0.7143,6,0.8571
test2994,9,8,0.8889,,
test2995,9,8,0.8889,,
test2996,8,,,,
test2997,10,7,0.7,,
test2998,8,,,6,0.75
test2999,8,,,,
test3000,13,,,,
test3001,8,,,,
test3002,10,,,,
test3003,10,9,0.9,2,0.2
test3004,8,,,,
test3005,10,,,,
test3006,9,8,0.8889,,
test3007,11,5,0.4545,,
test3008,11,,,,
test3009,12,,,,
test3010,9,,,4,0.4444
test3011,9,,,8,0.8889
test3012,11,5,0.4545,,
test3013,9,6,0.6667,5,0.5556
test3014,8,4,0.5,4,0.5
test3015,12,,,,
test3016,8,5,0.625,,
test3017,8,,,,
test3018,8,5,0.625,5,0.625
test3019,12,8,0.6667,4,0.3333
test3020,7,,,1,0.1429
test3021,8,7,0.875,,
test3022,9,,,,
test3023,10,,,,
test3024,9,,,,
test3025,9,,,,
test3026,8,,,,
test3027,8,,,,
test3028,9,,,,
test3029,8,4,0.5,7,0.875
test3030,10,,,,
test3031,10,,,,
test3032,9,,,,
test3033,11,7,0.6364,7,0.6364
test3034,10,10,1.0,,
test3035,11,,,,
test3036,9,8,0.8889,,
test3037,8,8,1.0,,
test3038,8,,,,
test3039,7,6,0.8571,6,0.8571
test3040,8,,,,
test3041,9,,,,
test3042,8,6,0.75,,
test3043,7,,,,
test3044,8,8,1.0,,
test3045,8,,,,
test3046,10,,,,
test3047,9,,,,
test3048,9,,,,
test3049,8,,,,
test3050,8,6,0.75,6,0.75
test3051,14,,,,
test3052,8,,,,
test3053,9,,,1,0.1111
test3054,8,,,,
test3055,8,,,,
test3056,8,,,,
test3057,8,6,0.75,4,0.5
test3058,10,,,,
test3059,7,,,7,1.0
test3060,12,,,,
test3061,13,13,1.0,,
test3062,8,,,,
test3063,8,7,0.875,,
test3064,8,,,1,0.125
test3065,12,,,,
test3066,7,4,0.5714,4,0.5714
test3067,8,,,,
test3068,11,,,2,0.1818
test3069,10,7,0.7,7,0.7
test3070,8,,,,
test3071,8,5,0.625,,
test3072,11,9,0.8182,9,0.8182
test3073,9,4,0.4444,9,1.0
test3074,10,4,0.4,4,0.4
test3075,11,,,,
test3076,9,,,,
test3077,9,,,,
test3078,8,,,,
test3079,8,,,,
test3080,9,,,,
test3081,8,6,0.75,,
test3082,8,,,,
test3083,8,5,0.625,,
test3084,9,7,0.7778,2,0.2222
test3085,9,5,0.5556,5,0.5556
test3086,10,,,,
test3087,11,,,,
test3088,8,,,,
test3089,11,,,,
test3090,8,4,0.5,5,0.625
test3091,12,8,0.6667,8,0.6667
test3092,8,4,0.5,4,0.5
test3093,12,,,,
test3094,10,10,1.0,,
test3095,6,,,,
test3096,9,6,0.6667,,
test3097,8,,,,
test3098,10,,,,
test3099,9,,,,
test3100,8,,,,
test3101,8,8,1.0,,
test3102,8,4,0.5,,
test3103,8,5,0.625,,
test3104,11,,,,
test3105,9,9,1.0,,
test3106,8,7,0.875,4,0.5
test3107,9,,,,
test3108,9,4,0.4444,1,0.1111
test3109,9,6,0.6667,,
test3110,13,,,,
test3111,8,,,,
test3112,12,,,,
test3113,8,,,,
test3114,9,,,,
test3115,9,8,0.8889,,
test3116,10,9,0.9,,
test3117,12,6,0.5,3,0.25
test3118,9,,,,
test3119,9,9,1.0,,
test3120,11,8,0.7273,,
test3121,10,10,1.0,,
test3122,7,7,1.0,,
test3123,10,,,,
test3124,11,8,0.7273,11,1.0
test3125,7,,,,
test3126,9,,,,
test3127,8,8,1.0,,
test3128,9,,,,
test3129,10,9,0.9,,
test3130,8,6,0.75,,
test3131,9,,,,
test3132,10,5,0.5,1,0.1
test3133,9,9,1.0,6,0.6667
test3134,8,,,8,1.0
test3135,8,,,,
test3136,11,9,0.8182,6,0.5455
test3137,9,4,0.4444,3,0.3333
test3138,10,,,,
test3139,15,,,,
test3140,8,3,0.375,4,0.5
test3141,12,,,,
test3142,8,,,,
test3143,10,,,,
test3144,8,,,,
test3145,9,8,0.8889,,
test3146,8,,,,
test3147,10,10,1.0,,
test3148,8,,,,
test3149,10,7,0.7,1,0.1
test3150,8,7,0.875,6,0.75
test3151,8,3,0.375,1,0.125
test3152,8,6,0.75,,
test3153,10,,,,
test3154,8,,,,
test3155,12,,,,
test3156,9,9,1.0,,
test3157,9,,,,
test3158,10,,,,
test3159,9,,,,
test3160,9,,,,
test3161,8,,,,
test3162,13,13,1.0,,
test3163,8,,,,
test3164,10,8,0.8,,
test3165,8,7,0.875,5,0.625
test3166,8,6,0.75,,
test3167,8,,,,
test3168,8,,,,
test3169,9,7,0.7778,,
test3170,7,,,7,1.0
test3171,8,4,0.5,,
test3172,8,6,0.75,,
test3173,8,7,0.875,7,0.875
test3174,8,,,,
test3175,8,,,,
test3176,8,8,1.0,8,1.0
test3177,16,,,,
test3178,9,6,0.6667,,
test3179,9,,,,
test3180,9,9,1.0,8,0.8889
test3181,9,,,,
test3182,9,3,0.3333,1,0.1111
test3183,12,,,,
test3184,17,,,,
test3185,11,,,,
test3186,8,4,0.5,1,0.125
test3187,10,,,,
test3188,8,8,1.0,2,0.25
test3189,8,7,0.875,7,0.875
test3190,8,,,,
test3191,7,5,0.7143,7,1.0
test3192,8,,,,
test3193,10,10,1.0,,
test3194,10,8,0.8,,
test3195,8,,,,
test3196,9,,,,
test3197,9,3,0.3333,3,0.3333
test3198,8,,,,
test3199,9,,,2,0.2222
test3200,10,,,,
test3201,9,7,0.7778,,
test3202,10,6,0.6,,
test3203,10,,,,
test3204,8,,,,
test3205,8,4,0.5,4,0.5
test3206,8,,,,
test3207,7,,,4,0.5714
test3208,13,,,,
test3209,9,7,0.7778,8,0.8889
test3210,8,,,,
test3211,10,8,0.8,,
test3212,8,,,,
test3213,14,14,1.0,,
test3214,9,7,0.7778,,
test3215,9,,,,
test3216,9,8,0.8889,3,0.3333
test3217,9,,,,
test3218,14,13,0.9286,,
test3219,10,,,,
test3220,8,7,0.875,,
test3221,9,,,,
test3222,12,12,1.0,12,1.0
test3223,8,,,,
test3224,8,8,1.0,,
test3225,8,,,7,0.875
test3226,8,5,0.625,5,0.625
test3227,8,,,,
test3228,9,6,0.6667,,
test3229,6,3,0.5,,
test3230,10,10,1.0,,
test3231,12,5,0.4167,5,0.4167
test3232,9,,,,
test3233,12,,,9,0.75
test3234,10,,,,
test3235,8,,,,
test3236,7,7,1.0,,
test3237,7,5,0.7143,,
test3238,7,7,1.0,,
test3239,12,,,,
test3240,8,5,0.625,5,0.625
test3241,8,6,0.75,6,0.75
test3242,14,,,,
test3243,8,,,,
test3244,10,7,0.7,,
test3245,8,8,1.0,,
test3246,9,9,1.0,5,0.5556
test3247,8,,,,
test3248,10,,,,
test3249,12,,,,
test3250,8,8,1.0,,
test3251,11,7,0.6364,,
test3252,9,,,,
test3253,8,,,,
test3254,8,,,,
test3255,10,,,,
test3256,9,9,1.0,7,0.7778
test3257,8,,,,
test3258,9,,,,
test3259,9,9,1.0,,
test3260,9,,,,
test3261,8,,,,
test3262,9,6,0.6667,7,0.7778
test3263,8,,,8,1.0
test3264,8,,,,
test3265,8,7,0.875,7,0.875
test3266,8,5,0.625,8,1.0
test3267,8,,,,
test3268,8,4,0.5,4,0.5
test3269,8,4,0.5,4,0.5
test3270,9,,,,
test3271,12,,,,
test3272,10,8,0.8,,
test3273,11,7,0.6364,,
test3274,8,,,,
test3275,8,5,0.625,,
test3276,7,,,,
test3277,8,,,,
test3278,9,,,,
test3279,8,,,,
test3280,10,,,,
test3281,9,9,1.0,,
test3282,8,8,1.0,8,1.0
test3283,8,,,,
test3284,8,,,,
test3285,8,,,,
test3286,9,,,,
test3287,8,,,,
test3288,11,,,10,0.9091
test3289,9,,,,
test3290,8,,,,
test3291,12,,,5,0.4167
test3292,11,,,5,0.4545
test3293,8,,,,
test3294,8,8,1.0,8,1.0
test3295,10,9,0.9,4,0.4
test3296,8,,,,
test3297,11,,,,
test3298,8,,,,
test3299,9,,,,
test3300,8,4,0.5,1,0.125
test3301,10,,,,
test3302,8,,,,
test3303,8,8,1.0,,
test3304,8,6,0.75,,
test3305,8,,,,
test3306,8,5,0.625,6,0.75
test3307,8,,,,
test3308,8,,,,
test3309,10,,,8,0.8
test3310,8,5,0.625,,
test3311,9,,,,
test3312,9,6,0.6667,1,0.1111
test3313,8,,,,
test3314,9,,,5,0.5556
test3315,8,6,0.75,,
test3316,8,,,,
test3317,9,,,,
test3318,8,,,,
test3319,8,,,,
test3320,8,,,,
test3321,8,,,,
test3322,9,8,0.8889,,
test3323,13,,,,
test3324,9,9,1.0,,
test3325,9,,,,
test3326,8,,,,
test3327,9,,,,
test3328,8,8,1.0,,
test3329,10,,,,
test3330,7,4,0.5714,4,0.5714
test3331,11,10,0.9091,,
test3332,10,5,0.5,8,0.8
test3333,8,,,,
test3334,8,,,,
test3335,8,5,0.625,,
test3336,9,7,0.7778,,
test3337,6,6,1.0,,
test3338,9,7,0.7778,7,0.7778
test3339,9,,,,
test3340,9,6,0.6667,6,0.6667
test3341,8,1,0.125,1,0.125
test3342,8,8,1.0,,
test3343,8,6,0.75,5,0.625
test3344,12,,,,
test3345,11,10,0.9091,,
test3346,9,6,0.6667,6,0.6667
test3347,9,,,,
test3348,8,7,0.875,7,0.875
test3349,8,,,,
test3350,10,,,,
test3351,8,,,,
test3352,8,,,,
test3353,10,9,0.9,,
test3354,8,4,0.5,3,0.375
test3355,8,,,,
